"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"di_cui";-0,962;2,225;-1,103;0,106;0,016;-0,01;0,065
"del_genere";0,065;0,065;-1,103;0,106;0,016;0,974;-0,962
"sopratutto";1,084;-0,469;-0,538;1,242;0,828;-0,684;-0,469
"po";0,5;0,5;0,335;-0,585;0,335;-0,919;-0,63
"per_finire";1,084;-0,469;0,828;-0,435;-0,538;0,475;-0,469
"in_generale";0,5;-0,63;0,335;-0,585;4,03;-0,919;-0,63
"ha_detto";-0,63;-0,63;-0,723;0,605;4,03;-0,919;0,5
"tutt";-0,63;0,5;-0,723;-0,585;-0,723;-0,919;13,759
"quelli_che";0,5;-0,63;-0,723;-0,585;0,335;0,129;0,5
"mezz";-0,63;0,5;-0,723;0,605;4,03;-0,919;-0,63
"e_come";0,5;-0,63;11,809;-0,585;-0,723;-0,919;-0,63
"ad_esempio";0,5;0,5;-0,723;0,605;-0,723;0,129;-0,63
"se_poi";-0,469;1,084;-0,538;-0,435;0,828;-0,684;1,084
"quest";1,084;-0,469;0,828;-0,435;0,828;-0,684;-0,469
"malissimo";1,084;-0,469;-0,538;1,242;-0,538;0,475;-0,469
"da_quando";-0,469;1,084;-0,538;8,343;-0,538;-0,684;-0,469
"*RATING_2.8";-0,154;-0,154;-0,176;-0,143;5,77;-0,224;-0,154
"*RATING_4.8";-1,132;1,525;1,1;-1,051;-0,002;0,539;-1,132
"*RATING_3.2";2,225;-0,962;-1,103;-0,893;1,698;0,974;-0,962
"*RATING_4.6";-0,278;1,61;7,55;-0,203;-0,45;-0,869;-2,03
"*RATING_3.4";-0,962;-0,962;-1,103;0,106;1,698;0,974;0,065
"*RATING_4.2";13,765;-2,219;0,003;-2,061;-0,594;-1,077;1,232
"*RATING_2.2";4,876;-0,63;-0,723;5,386;-0,723;-0,919;-0,63
"*RATING_4.25";-0,154;-0,154;-0,176;7,126;-0,176;-0,224;-0,154
"*RATING_3.8";0,007;1,525;-0,002;0,024;-1,298;-0,076;0,007
"*RATING_4.4";-0,388;-0,388;2,905;-2,061;2,905;-0,077;-0,388
"*RATING_3.6";-0,795;0,209;-0,911;3,659;-0,911;1,669;-0,795
"*RATING_3";-1,661;-0,099;-1,905;0,58;5,434;0,024;-0,099
"*RATING_2";-0,31;-0,31;-0,355;-0,288;1,981;-0,452;2,397
"*RATING_5";-2,412;3,25;-0,004;-2,24;-0,748;-1,297;12,116
"*RATING_4";-0,099;0,436;-0,205;3,11;-1,905;0,024;-0,099
"*RATING_2.6";0,5;-0,63;-0,723;-0,585;-0,723;8,977;-0,63
