"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"in_cui";0,404;0,01;-0,227;0,122;-0,109;1,076;-1,937
"vario|varo";0,404;0,01;-0,227;0,122;-1,678;-0,456;1,835
"una_volta";-1,847;-0,717;0,09;7,778;0,248;0,002;-2,133
"x";-1,031;-1,528;0,001;-0,001;6,517;-0,021;0,001
"e_poi";-0,109;0,01;-0,227;-0,297;6,59;-0,456;-0,227
"tre";-1,512;1,285;-1,746;-0,187;14,528;-0,313;-1,746
"sono_stati";0,03;-1,528;0,001;4,733;-1,031;0,826;-1,19
"quattro";-0,011;1,813;-0,06;-0,096;-0,011;0,254;-1,557
"di_questo";0,912;-0,244;-0,06;0,448;-1,349;-0,189;0,575
"in_particolare";0,118;-0,001;2,016;0,021;0,118;-1,225;-1,012
"in_modo";1,31;-1,762;-1,372;15,693;-1,188;-1,661;-0,013
"andato";-0,574;-0,851;0,434;12,06;-0,574;-0,803;-0,663
"al_momento";-0,876;-0,001;0,043;6,315;-0,876;0,001;-1,012
"qualsiasi";0,03;-1,528;0,001;10,736;-1,031;-0,021;-1,19
"piu";0,03;-1,528;-1,19;-1,272;0,03;-1,441;20,68
"etc";-0,724;0,032;-0,836;0,12;-0,724;2,157;0,167
"di_questa";0,03;-0,041;-1,19;-1,272;0,03;0,826;1,356
"son";-0,876;-1,299;-1,012;0,021;2,632;5,274;-1,012
"senz";3,763;0,032;-0,836;-0,893;-0,724;0,054;0,167
"gran";-0,574;0,183;0,434;-0,709;0,633;0,232;-0,663
"di_fronte";0,118;4,83;-1,012;0,021;-0,876;-1,225;0,043
"per_questo";-0,724;0,032;0,167;-0,893;0,296;0,054;0,167
"per_cui";-0,724;0,032;-0,836;2,684;-0,724;0,054;0,167
"non_so";-0,724;-1,073;2,999;2,684;0,296;-1,012;-0,836
"e_quindi";0,118;-1,299;-1,012;1,765;-0,876;0,001;2,016
"di_cui";0,296;-1,073;0,167;2,684;-0,724;0,054;-0,836
"vaio";-0,724;0,032;0,167;2,684;-0,724;0,054;-0,836
"sopratutto";0,633;-0,851;0,434;4,139;-0,574;-0,803;-0,663
"po";0,296;1,935;-0,836;0,12;-0,724;0,054;-0,836
"per_finire";5,518;-0,851;-0,663;-0,709;0,633;0,232;-0,663
"in_generale";-0,724;0,032;-0,836;2,684;0,296;0,054;-0,836
"ha_detto";-0,574;-0,851;-0,663;4,139;-0,574;0,232;0,434
"tutt";-0,574;0,183;-0,663;-0,709;-0,574;-0,803;12,992
"simile";-0,574;0,183;0,434;0,356;-0,574;0,232;-0,663
"sei";-0,574;-0,851;0,434;0,356;0,633;-0,803;0,434
"quinto";0,633;-0,851;-0,663;0,356;5,518;-0,803;-0,663
"quelli_che";5,518;-0,851;-0,663;0,356;-0,574;-0,803;0,434
"quarto";0,633;-0,851;-0,663;0,356;5,518;-0,803;-0,663
"mezz";-0,427;-0,633;0,983;6,664;-0,427;-0,597;-0,493
"ex";-0,427;0,574;7,21;-0,527;-0,427;-0,597;-0,493
"e_come";0,633;0,183;-0,663;-0,709;-0,574;3,457;-0,663
"quest";1,283;-0,633;-0,493;0,861;-0,427;0,658;-0,493
"peggio";-0,427;0,574;-0,493;-0,527;8,521;-0,597;-0,493
"malissimo";-0,427;-0,633;-0,493;0,861;1,283;-0,597;0,983
"cinque";-0,427;-0,633;-0,493;0,861;1,283;0,658;-0,493
"al_punto";-0,427;0,574;0,983;-0,527;-0,427;0,658;-0,493
"*RATING_2.8";-0,282;-0,419;-0,326;2,035;2,714;-0,395;-0,326
"*RATING_4.8";-1,349;1,813;-0,06;-0,096;-0,011;2,079;-1,557
"*RATING_3.2";0,296;-1,073;0,167;2,684;0,296;-1,012;-0,836
"*RATING_4.6";0,021;1,11;2,367;-2,929;-2,373;3,657;-2,74
"*RATING_3.4";0,118;-1,299;-1,012;6,315;0,118;-1,225;0,043
"*RATING_4.2";5,549;-0,002;-2,133;0,044;-0,185;-0,614;0,09
"*RATING_2.2";1,283;-0,633;-0,493;0,861;1,283;-0,597;-0,493
"*RATING_4.25";-0,14;4,897;-0,162;-0,173;-0,14;-0,196;-0,162
"*RATING_3.8";0,912;0,182;-1,557;-1,665;0,912;-0,189;0,575
"*RATING_4.4";-0,185;-0,717;4,25;-0,423;-1,847;2,847;-0,336
"*RATING_3.6";-1,031;-0,041;11,695;-0,001;0,03;-1,441;-1,19
"*RATING_3";-1,349;-1,999;-0,06;2,718;0,912;0,254;-0,06
"*RATING_2";-0,282;-0,419;-0,326;2,035;-0,282;-0,395;2,234
"*RATING_5";-1,678;3,175;-1,937;-2,071;-1,678;1,076;5,154
"*RATING_4";2,565;0,888;-0,227;-2,071;-1,678;-2,346;5,154
"*RATING_2.6";-0,574;-0,851;-0,663;0,356;15,23;-0,803;-0,663
